scenario,problem,budget_ratio,arm_id,policy,training_reweighting,runs,primary_score_mean,primary_gain_mean,primary_gain_median,gram_relative_error_mean,gram_error_delta_mean,projection_cost_error_mean,max_principal_angle_mean,effective_sample_size_mean,runtime_seconds_mean
heavy_tail_regression,regression,0.05,S0_uniform,uniform,none,3,0.9569089492049278,0.0,0.0,0.4385045246582692,0.0,0.18426238758413183,16.711893100506476,30.0,0.0169490333343371
heavy_tail_regression,regression,0.05,S1_top_leverage,leverage,none,3,1.5980219968795408,-0.7133778666937894,-0.6562997912177828,0.850087695106771,0.4115831704485018,0.10743252493284298,13.743681045002653,30.0,0.00867889999911616
heavy_tail_regression,regression,0.05,S2_capped_leverage,capped_leverage,none,3,0.9718581234403746,-0.0756588813524978,0.14017102139331583,0.35504794749067203,-0.08345657716759713,0.13504391180136288,14.909532364904237,30.0,0.017287966665511096
heavy_tail_regression,regression,0.05,S3_saturated_leverage,saturated_leverage,none,3,0.9546721044239789,-0.04835630833019703,0.15166167217516566,0.33837611209979296,-0.10012841255847622,0.147717058153736,14.879434674621026,30.0,0.017269666666834382
heavy_tail_regression,regression,0.05,S4_robust_mixture,robust_leverage_mixture,none,3,0.9836794407240815,-0.08135666958983069,0.13849744961313357,0.34896478371051703,-0.08953974094775213,0.1245033097187017,13.591616397632933,30.0,0.017678666667052312
heavy_tail_regression,regression,0.05,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,0.9609839298917077,-0.04998316101314213,0.1376863929924768,0.34896478371051703,-0.08953974094775213,0.1245033097187017,13.591616397632933,25.11281962910256,0.01752676666607537
heavy_tail_regression,regression,0.05,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,1.0085338380832154,-0.0783516892831435,-0.024774088463391453,0.39164347302158475,-0.046861051636684414,0.11654823342517678,12.327529122488793,24.13582272638597,0.0181142333325018
heavy_tail_regression,regression,0.1,S0_uniform,uniform,none,3,0.9167781411642815,0.0,0.0,0.343863974456648,0.0,0.11344408736951687,13.360348291661326,60.0,0.01821576666770852
heavy_tail_regression,regression,0.1,S1_top_leverage,leverage,none,3,1.3323779340183,-0.4550097008655592,-0.4396353340997538,0.7458647723946824,0.4020007979380344,0.02677091243621374,6.022107162498867,60.0,0.009132199999536775
heavy_tail_regression,regression,0.1,S2_capped_leverage,capped_leverage,none,3,0.8756068210334419,0.04079055500513241,0.005144733303553929,0.2272043115183735,-0.11665966293827446,0.06866561556754795,9.605273167995849,60.0,0.01838090000092052
heavy_tail_regression,regression,0.1,S3_saturated_leverage,saturated_leverage,none,3,1.0319211933088466,-0.12763207426715092,-0.04426361738137,0.23889577727802927,-0.10496819717861867,0.06530366141500925,8.859599147818491,60.0,0.018244400000791455
heavy_tail_regression,regression,0.1,S4_robust_mixture,robust_leverage_mixture,none,3,0.953980233125958,-0.03922113840155204,-0.047142905907725755,0.258037219654955,-0.08582675480169295,0.08184446005903301,11.273616344356512,60.0,0.018113299999337567
heavy_tail_regression,regression,0.1,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,0.8942868289420187,0.023426331439953662,0.029658248463491795,0.258037219654955,-0.08582675480169295,0.08184446005903301,11.273616344356512,49.056562715531406,0.01816536666713849
heavy_tail_regression,regression,0.1,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,0.8948607603334965,0.023017272647323575,0.031962707640951986,0.29656493413406787,-0.04729904032258008,0.055749674192490516,8.855426213157566,48.81960490803312,0.018149700001231395
heavy_tail_regression,regression,0.2,S0_uniform,uniform,none,3,0.8691095986040641,0.0,0.0,0.21963519307646076,0.0,0.030074140400347216,5.776902810197547,120.0,0.01620326666670735
heavy_tail_regression,regression,0.2,S1_top_leverage,leverage,none,3,0.9987655045534956,-0.15256384336664178,-0.17616256505913544,0.5829383345824936,0.3633031415060328,0.012606096933172247,3.7262482853226255,120.0,0.00861803333342929
heavy_tail_regression,regression,0.2,S2_capped_leverage,capped_leverage,none,3,0.8353275799405641,0.03585389539951651,0.03438438356261129,0.15475407474948974,-0.06488111832697102,0.025610858541684368,5.724306282950565,120.0,0.01772049999999581
heavy_tail_regression,regression,0.2,S3_saturated_leverage,saturated_leverage,none,3,0.9008321311696816,-0.0388420061274595,-0.044953981985820214,0.17015621898817876,-0.04947897408828202,0.03374818279359906,7.063259368763606,120.0,0.01765983333219386
heavy_tail_regression,regression,0.2,S4_robust_mixture,robust_leverage_mixture,none,3,0.8824183730516332,-0.01777260685498691,0.0070721972152264735,0.18116285900447093,-0.038472334071989855,0.028643519824953983,5.969393401415412,120.0,0.017605599999418093
heavy_tail_regression,regression,0.2,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,0.8330471454506944,0.040555850085425095,0.04337078346050818,0.18116285900447093,-0.038472334071989855,0.028643519824953983,5.969393401415412,96.2225945710026,0.01732033333367629
heavy_tail_regression,regression,0.2,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,0.8088564704395035,0.06728090980560486,0.03519031328782192,0.19020512054707886,-0.029430072529381884,0.029698641257777946,5.421656115936586,94.9107508566152,0.01746843333239667
high_leverage_regression,regression,0.05,S0_uniform,uniform,none,3,5.034658231294987,0.0,0.0,0.5640574510317452,0.0,0.31310852681305373,9.269384836217618,30.0,0.016892466667438082
high_leverage_regression,regression,0.05,S1_top_leverage,leverage,none,3,20.666365445814915,-3.084242511475658,-3.1788933822915695,0.35467816186221635,-0.20937928916952878,0.005458461574800024,1.3762180778511137,30.0,0.00843920000018746
high_leverage_regression,regression,0.05,S2_capped_leverage,capped_leverage,none,3,9.571580491684761,-0.913627738910635,-0.7135303842248192,0.9568365439343838,0.3927790929026385,0.09250855331749212,5.225167508771336,30.0,0.017786366667375358
high_leverage_regression,regression,0.05,S3_saturated_leverage,saturated_leverage,none,3,18.652682490143512,-2.6930431799140293,-3.0896225950928677,0.15836059378884576,-0.40569685724289944,0.10686369275755757,5.4449267642046495,30.0,0.017518666666243615
high_leverage_regression,regression,0.05,S4_robust_mixture,robust_leverage_mixture,none,3,15.342577951831359,-2.020874665460833,-2.0495712604824825,0.24434888450095663,-0.31970856653078855,0.0763519069241254,4.654260200686969,30.0,0.017848199999813612
high_leverage_regression,regression,0.05,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,5.212785362161928,-0.037827519231910016,-0.00932952091379774,0.24434888450095663,-0.31970856653078855,0.0763519069241254,4.654260200686969,15.253910205753336,0.017930333334030973
high_leverage_regression,regression,0.05,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,7.034207875945043,-0.39935594766242394,-0.42501027165572786,0.492323342966313,-0.07173410806543211,0.13907507027769428,5.68066474067874,26.21845163332542,0.018135566666993935
